plot_type,city,price,Unit,Rupee_per_area,Area,state
4 BHK Apartment,Greater Noida, 57.5 L, L,"5,000 / sq ft",1150,Uttar Pradesh
3 BHK Apartment,Greater Noida, 57.15 L, L,"5,000 / sq ft",1143,Uttar Pradesh
2 BHK Apartment,Greater Noida, 57 L, L,"5,000 / sq ft",1140,Uttar Pradesh
2 BHK Apartment,Noida, 56.85 L, L,"5,000 / sq ft",1137,Uttar Pradesh
2 BHK Apartment,Noida, 55.75 L, L,"5,000 / sq ft",1115,Uttar Pradesh
3 BHK Independent Floor,Ghaziabad, 55 L, L,"5,000 / sq ft",1100,Uttar Pradesh
2 BHK Independent House,Varanasi, 55 L, L,"5,000 / sq ft",1100,Uttar Pradesh
2 BHK Apartment,Ghaziabad, 55 L, L,"5,000 / sq ft",1100,Uttar Pradesh
2 BHK Apartment,Greater Noida, 55 L, L,"5,000 / sq ft",1100,Uttar Pradesh
2 BHK Villa,Lucknow, 55 L, L,"5,000 / sq ft",1100,Uttar Pradesh
2 BHK Apartment,Ghaziabad, 55 L, L,"5,000 / sq ft",1100,Uttar Pradesh
2 BHK Apartment,Greater Noida, 54 L, L,"5,000 / sq ft",1080,Uttar Pradesh
2 BHK Villa,Lucknow, 53.6 L, L,"5,000 / sq ft",1072,Uttar Pradesh
2 BHK Apartment,Greater Noida, 53 L, L,"5,000 / sq ft",1060,Uttar Pradesh
2 BHK Apartment,Noida, 51.5 L, L,"5,000 / sq ft",1030,Uttar Pradesh
2 BHK Apartment,Ghaziabad, 51 L, L,"5,000 / sq ft",1020,Uttar Pradesh
2 BHK Apartment,Greater Noida, 51 L, L,"5,000 / sq ft",1020,Uttar Pradesh
2 BHK Apartment,Greater Noida, 50.25 L, L,"5,000 / sq ft",1005,Uttar Pradesh
2 BHK Villa,Greater Noida, 50 L, L,"5,000 / sq ft",1000,Uttar Pradesh
3 BHK Villa,Greater Noida, 50 L, L,"5,000 / sq ft",1000,Uttar Pradesh
2 BHK Independent Floor,Ghaziabad, 50 L, L,"5,000 / sq ft",1000,Uttar Pradesh
2 BHK Apartment,Ghaziabad, 50 L, L,"5,000 / sq ft",1000,Uttar Pradesh
2 BHK Independent House,Lucknow, 50 L, L,"5,000 / sq ft",1000,Uttar Pradesh
3 BHK Apartment,Ghaziabad, 50 L, L,"5,000 / sq ft",1000,Uttar Pradesh
3 BHK Villa,Lucknow, 50 L, L,"5,000 / sq ft",1000,Uttar Pradesh
3 BHK Villa,Ghaziabad, 50 L, L,"5,000 / sq ft",1000,Uttar Pradesh
2 BHK Apartment,Noida, 50 L, L,"5,000 / sq ft",1000,Uttar Pradesh
2 BHK Apartment,Lucknow, 50 L, L,"5,000 / sq ft",1000,Uttar Pradesh
Residential Plot,Lucknow, 50 L, L,"5,000 / sq ft",1000,Uttar Pradesh
2 BHK Villa,Lucknow, 50 L, L,"5,000 / sq ft",1000,Uttar Pradesh
Residential Plot,Lucknow, 50 L, L,"5,000 / sq ft",1000,Uttar Pradesh
2 BHK Villa,Lucknow, 50 L, L,"5,000 / sq ft",1000,Uttar Pradesh
3 BHK Independent House,Lucknow, 50 L, L,"5,000 / sq ft",1000,Uttar Pradesh
2 BHK Independent Floor,Ghaziabad, 47.5 L, L,"5,000 / sq ft",950,Uttar Pradesh
2 BHK Independent Floor,Ghaziabad, 47 L, L,"5,000 / sq ft",940,Uttar Pradesh
2 BHK Independent Floor,Ghaziabad, 45 L, L,"5,000 / sq ft",900,Uttar Pradesh
2 BHK Independent House,Ghaziabad, 45 L, L,"5,000 / sq ft",900,Uttar Pradesh
3 BHK Independent Floor,Ghaziabad, 45 L, L,"5,000 / sq ft",900,Uttar Pradesh
2 BHK Independent House,Varanasi, 45 L, L,"5,000 / sq ft",900,Uttar Pradesh
2 BHK Independent House,Lucknow, 45 L, L,"5,000 / sq ft",900,Uttar Pradesh
2 BHK Apartment,Greater Noida, 45 L, L,"5,000 / sq ft",900,Uttar Pradesh
2 BHK Apartment,Ghaziabad, 45 L, L,"5,000 / sq ft",900,Uttar Pradesh
Residential Plot,Kanpur, 45 L, L,"5,000 / sq ft",900,Uttar Pradesh
2 BHK Apartment,Lucknow, 45 L, L,"5,000 / sq ft",900,Uttar Pradesh
2 BHK Apartment,Ghaziabad, 45 L, L,"5,000 / sq ft",900,Uttar Pradesh
3 BHK Independent Floor,Greater Noida, 45 L, L,"5,000 / sq ft",900,Uttar Pradesh
Residential Plot,Mathura, 45 L, L,"5,000 / sq ft",900,Uttar Pradesh
2 BHK Independent Floor,Ghaziabad, 42.5 L, L,"5,000 / sq ft",850,Uttar Pradesh
2 BHK Apartment,Ghaziabad, 42.5 L, L,"5,000 / sq ft",850,Uttar Pradesh
2 BHK Apartment,Ghaziabad, 42 L, L,"5,000 / sq ft",840,Uttar Pradesh
2 BHK Independent Floor,Ghaziabad, 40 L, L,"5,000 / sq ft",800,Uttar Pradesh
2 BHK Independent House,Ghaziabad, 40 L, L,"5,000 / sq ft",800,Uttar Pradesh
3 BHK Villa,Lucknow, 40 L, L,"5,000 / sq ft",800,Uttar Pradesh
2 BHK Independent House,Lucknow, 40 L, L,"5,000 / sq ft",800,Uttar Pradesh
2 BHK Apartment,Ghaziabad, 38 L, L,"5,000 / sq ft",760,Uttar Pradesh
2 BHK Villa,Ghaziabad, 36 L, L,"5,000 / sq ft",720,Uttar Pradesh
2 BHK Villa,Greater Noida, 35 L, L,"5,000 / sq ft",700,Uttar Pradesh
2 BHK Independent House,Gorakhpur, 35 L, L,"5,000 / sq ft",700,Uttar Pradesh
2 BHK Villa,Ghaziabad, 35 L, L,"5,000 / sq ft",700,Uttar Pradesh
1 BHK Apartment,Ghaziabad, 35 L, L,"5,000 / sq ft",700,Uttar Pradesh
2 BHK Apartment,Lucknow, 34 L, L,"5,000 / sq ft",680,Uttar Pradesh
1 BHK Apartment,Greater Noida, 31.25 L, L,"5,000 / sq ft",625,Uttar Pradesh
1 BHK Apartment,Noida, 30.75 L, L,"5,000 / sq ft",615,Uttar Pradesh
2 BHK Independent Floor,Ghaziabad, 30 L, L,"5,000 / sq ft",600,Uttar Pradesh
1 BHK Independent House,Ghaziabad, 30 L, L,"5,000 / sq ft",600,Uttar Pradesh
3 BHK Independent Floor,Kanpur, 30 L, L,"5,000 / sq ft",600,Uttar Pradesh
1 RK Studio Apartment,Greater Noida, 25 L, L,"5,000 / sq ft",500,Uttar Pradesh
1 BHK Independent Floor,Ghaziabad, 25 L, L,"5,000 / sq ft",500,Uttar Pradesh
1 BHK Apartment,Ghaziabad, 25 L, L,"5,000 / sq ft",500,Uttar Pradesh
1 BHK Independent Floor,Varanasi, 25 L, L,"5,000 / sq ft",500,Uttar Pradesh
1 BHK Independent House,Ghaziabad, 22.5 L, L,"5,000 / sq ft",450,Uttar Pradesh
1 RK Studio Apartment,Noida, 22 L, L,"5,000 / sq ft",440,Uttar Pradesh
1 BHK Independent Floor,Lucknow, 20 L, L,"5,000 / sq ft",400,Uttar Pradesh
1 RK Studio Apartment,Varanasi, 15 L, L,"5,000 / sq ft",300,Uttar Pradesh
Residential Plot,Lucknow, 5 L, L,"5,000 / sq ft",100,Uttar Pradesh
Residential Plot,Lucknow, 5 L, L,"5,000 / sq ft",100,Uttar Pradesh
4 BHK Apartment,Greater Noida, 1.18 Cr, Cr,"5,002 / sq ft",2359,Uttar Pradesh
3 BHK Apartment,Ghaziabad, 53.02 L, L,"5,002 / sq ft",1061,Uttar Pradesh
3 BHK Apartment,Lucknow, 74.8 L, L,"5,003 / sq ft",1495,Uttar Pradesh
2 BHK Apartment,Lucknow, 63 L, L,"5,003 / sq ft",1259,Uttar Pradesh
3 BHK Apartment,Ghaziabad, 36.27 L, L,"5,003 / sq ft",725,Uttar Pradesh
2 BHK Apartment,Ghaziabad, 29.87 L, L,"5,003 / sq ft",597,Uttar Pradesh
3 BHK Apartment,Greater Noida, 63.06 L, L,"5,004 / sq ft",1260,Uttar Pradesh
3 BHK Apartment,Greater Noida, 63.06 L, L,"5,004 / sq ft",1260,Uttar Pradesh
3 BHK Independent House,Ghaziabad, 52.55 L, L,"5,004 / sq ft",1050,Uttar Pradesh
2 BHK Villa,Greater Noida, 50.04 L, L,"5,004 / sq ft",1000,Uttar Pradesh
2 BHK Apartment,Ghaziabad, 33.22 L, L,"5,004 / sq ft",665,Uttar Pradesh
4 BHK Independent Floor,Ghaziabad, 85.1 L, L,"5,005 / sq ft",1700,Uttar Pradesh
Residential Plot,Agra, 1.51 Cr, Cr,"5,006 / sq ft",3024,Uttar Pradesh
3 BHK Independent Floor,Ghaziabad, 78 L, L,"5,006 / sq ft",1558,Uttar Pradesh
3 BHK Apartment,Lucknow, 74.5 L, L,"5,006 / sq ft",1488,Uttar Pradesh
4 BHK Apartment,Noida, 1.68 Cr, Cr,"5,007 / sq ft",3355,Uttar Pradesh
3 BHK Apartment,Noida, 96.25 L, L,"5,007 / sq ft",1922,Uttar Pradesh
3 BHK Apartment,Ghaziabad, 62.85 L, L,"5,007 / sq ft",1255,Uttar Pradesh
2 BHK Villa,Greater Noida, 50.07 L, L,"5,007 / sq ft",1000,Uttar Pradesh
4 BHK Villa,Greater Noida, 1.42 Cr, Cr,"5,008 / sq ft",2835,Uttar Pradesh
3 BHK Apartment,Ghaziabad, 89 L, L,"5,008 / sq ft",1777,Uttar Pradesh
3 BHK Independent Floor,Ghaziabad, 60.1 L, L,"5,008 / sq ft",1200,Uttar Pradesh
2 BHK Villa,Greater Noida, 50.08 L, L,"5,008 / sq ft",1000,Uttar Pradesh
3 BHK Apartment,Noida, 1.28 Cr, Cr,"5,009 / sq ft",2555,Uttar Pradesh
3 BHK Apartment,Noida, 1.28 Cr, Cr,"5,009 / sq ft",2555,Uttar Pradesh
3 BHK Independent Floor,Ghaziabad, 73.89 L, L,"5,009 / sq ft",1475,Uttar Pradesh
2 BHK Apartment,Ghaziabad, 45.1 L, L,"5,011 / sq ft",900,Uttar Pradesh
2 BHK Apartment,Ghaziabad, 44.85 L, L,"5,011 / sq ft",895,Uttar Pradesh
4 BHK Apartment,Noida, 1 Cr, Cr,"5,012 / sq ft",1995,Uttar Pradesh
5 BHK Apartment,Greater Noida, 1 Cr, Cr,"5,012 / sq ft",1995,Uttar Pradesh
3 BHK Apartment,Greater Noida, 62 L, L,"5,012 / sq ft",1237,Uttar Pradesh
2 BHK Villa,Ghaziabad, 36.49 L, L,"5,012 / sq ft",728,Uttar Pradesh
1 BHK Apartment,Ghaziabad, 20.05 L, L,"5,012 / sq ft",400,Uttar Pradesh
3 BHK Apartment,Ghaziabad, 95 L, L,"5,013 / sq ft",1895,Uttar Pradesh
3 BHK Apartment,Ghaziabad, 90 L, L,"5,013 / sq ft",1795,Uttar Pradesh
2 BHK Apartment,Varanasi, 54 L, L,"5,013 / sq ft",1077,Uttar Pradesh
3 BHK Apartment,Noida, 86.5 L, L,"5,014 / sq ft",1725,Uttar Pradesh
4 BHK Apartment,Noida, 1.5 Cr, Cr,"5,016 / sq ft",2990,Uttar Pradesh
3 BHK Apartment,Greater Noida, 77 L, L,"5,016 / sq ft",1535,Uttar Pradesh
3 BHK Apartment,Ghaziabad, 75 L, L,"5,016 / sq ft",1495,Uttar Pradesh
2 BHK Apartment,Noida, 75 L, L,"5,016 / sq ft",1495,Uttar Pradesh
3 BHK Apartment,Greater Noida, 75 L, L,"5,016 / sq ft",1495,Uttar Pradesh
3 BHK Apartment,Greater Noida, 85 L, L,"5,017 / sq ft",1694,Uttar Pradesh
3 BHK Apartment,Ghaziabad, 70 L, L,"5,017 / sq ft",1395,Uttar Pradesh
Residential Plot,Lucknow, 1.08 Cr, Cr,"5,018 / sq ft",2152,Uttar Pradesh
3 BHK Apartment,Greater Noida, 69 L, L,"5,018 / sq ft",1375,Uttar Pradesh
3 BHK Apartment,Greater Noida, 68.5 L, L,"5,018 / sq ft",1365,Uttar Pradesh
4 BHK Apartment,Greater Noida, 1.25 Cr, Cr,"5,019 / sq ft",2505,Uttar Pradesh
Residential Plot,Ghaziabad, 1.03 Cr, Cr,"5,019 / sq ft",2052,Uttar Pradesh
3 BHK Apartment,Ghaziabad, 65.75 L, L,"5,019 / sq ft",1310,Uttar Pradesh
3 BHK Apartment,Noida, 65 L, L,"5,019 / sq ft",1295,Uttar Pradesh
2 BHK Apartment,Lucknow, 65 L, L,"5,019 / sq ft",1295,Uttar Pradesh
3 BHK Apartment,Ghaziabad, 64 L, L,"5,019 / sq ft",1275,Uttar Pradesh
2 BHK Apartment,Ghaziabad, 60 L, L,"5,020 / sq ft",1195,Uttar Pradesh
2 BHK Apartment,Greater Noida, 59.5 L, L,"5,021 / sq ft",1185,Uttar Pradesh
2 BHK Apartment,Greater Noida, 58 L, L,"5,021 / sq ft",1155,Uttar Pradesh
2 BHK Apartment,Greater Noida, 56 L, L,"5,022 / sq ft",1115,Uttar Pradesh
2 BHK Apartment,Greater Noida, 55 L, L,"5,022 / sq ft",1095,Uttar Pradesh
2 BHK Apartment,Ghaziabad, 55 L, L,"5,022 / sq ft",1095,Uttar Pradesh
3 BHK Apartment,Greater Noida, 55 L, L,"5,022 / sq ft",1095,Uttar Pradesh
2 BHK Apartment,Lucknow, 55 L, L,"5,022 / sq ft",1095,Uttar Pradesh
3 BHK Independent House,Greater Noida, 1.08 Cr, Cr,"5,023 / sq ft",2150,Uttar Pradesh
3 BHK Villa,Greater Noida, 1.08 Cr, Cr,"5,023 / sq ft",2150,Uttar Pradesh
3 BHK Apartment,Noida, 1.08 Cr, Cr,"5,023 / sq ft",2150,Uttar Pradesh
2 BHK Apartment,Lucknow, 65 L, L,"5,023 / sq ft",1294,Uttar Pradesh
2 BHK Apartment,Greater Noida, 54 L, L,"5,023 / sq ft",1075,Uttar Pradesh
3 BHK Independent Floor,Ghaziabad, 1 Cr, Cr,"5,025 / sq ft",1990,Uttar Pradesh
4 BHK Apartment,Noida, 1.79 Cr, Cr,"5,026 / sq ft",3027,Uttar Pradesh
3 BHK Apartment,Allahabad, 85 L, L,"5,026 / sq ft",1691,Uttar Pradesh
3 BHK Apartment,Ghaziabad, 75 L, L,"5,026 / sq ft",1492,Uttar Pradesh
2 BHK Apartment,Noida, 48 L, L,"5,026 / sq ft",955,Uttar Pradesh
3 BHK Apartment,Greater Noida, 90 L, L,"5,027 / sq ft",1790,Uttar Pradesh
3 BHK Apartment,Ghaziabad, 83 L, L,"5,027 / sq ft",1651,Uttar Pradesh
2 BHK Apartment,Lucknow, 64.4 L, L,"5,027 / sq ft",1281,Uttar Pradesh
2 BHK Apartment,Noida, 44 L, L,"5,028 / sq ft",875,Uttar Pradesh
2 BHK Independent Floor,Lucknow, 51 L, L,"5,029 / sq ft",1014,Uttar Pradesh
2 BHK Apartment,Ghaziabad, 43 L, L,"5,029 / sq ft",855,Uttar Pradesh
3 BHK Apartment,Greater Noida, 80 L, L,"5,031 / sq ft",1590,Uttar Pradesh
3 BHK Independent Floor,Ghaziabad, 72.95 L, L,"5,031 / sq ft",1450,Uttar Pradesh
4 BHK Apartment,Ghaziabad, 93.85 L, L,"5,032 / sq ft",1865,Uttar Pradesh
3 BHK Independent Floor,Ghaziabad, 78 L, L,"5,032 / sq ft",1550,Uttar Pradesh
3 BHK Apartment,Ghaziabad, 70 L, L,"5,032 / sq ft",1391,Uttar Pradesh
3 BHK Apartment,Greater Noida, 75 L, L,"5,033 / sq ft",1490,Uttar Pradesh
2 BHK Apartment,Ghaziabad, 45.55 L, L,"5,033 / sq ft",905,Uttar Pradesh
3 BHK Independent Floor,Ghaziabad, 73 L, L,"5,034 / sq ft",1450,Uttar Pradesh
3 BHK Apartment,Ghaziabad, 73 L, L,"5,034 / sq ft",1450,Uttar Pradesh
3 BHK Independent House,Greater Noida, 65 L, L,"5,034 / sq ft",1291,Uttar Pradesh
3 BHK Apartment,Greater Noida, 85 L, L,"5,035 / sq ft",1688,Uttar Pradesh
3 BHK Apartment,Ghaziabad, 71 L, L,"5,035 / sq ft",1410,Uttar Pradesh
2 BHK Apartment,Lucknow, 56 L, L,"5,035 / sq ft",1112,Uttar Pradesh
4 BHK Apartment,Greater Noida, 1 Cr, Cr,"5,037 / sq ft",1985,Uttar Pradesh
3 BHK Apartment,Greater Noida, 89.42 L, L,"5,037 / sq ft",1775,Uttar Pradesh
3 BHK Apartment,Greater Noida, 89.42 L, L,"5,037 / sq ft",1775,Uttar Pradesh
3 BHK Independent Floor,Ghaziabad, 68 L, L,"5,037 / sq ft",1350,Uttar Pradesh
Residential Plot,Noida, 68 L, L,"5,037 / sq ft",1350,Uttar Pradesh
3 BHK Apartment,Greater Noida, 68 L, L,"5,037 / sq ft",1350,Uttar Pradesh
3 BHK Apartment,Ghaziabad, 68 L, L,"5,037 / sq ft",1350,Uttar Pradesh
3 BHK Apartment,Greater Noida, 67 L, L,"5,037 / sq ft",1330,Uttar Pradesh
3 BHK Apartment,Greater Noida, 66.5 L, L,"5,037 / sq ft",1320,Uttar Pradesh
3 BHK Independent Floor,Ghaziabad, 78.1 L, L,"5,038 / sq ft",1550,Uttar Pradesh
3 BHK Apartment,Noida, 66 L, L,"5,038 / sq ft",1310,Uttar Pradesh
3 BHK Independent Floor,Ghaziabad, 65 L, L,"5,038 / sq ft",1290,Uttar Pradesh
3 BHK Apartment,Noida, 65 L, L,"5,038 / sq ft",1290,Uttar Pradesh
2 BHK Independent House,Ghaziabad, 36.88 L, L,"5,038 / sq ft",732,Uttar Pradesh
2 BHK Apartment,Greater Noida, 45 L, L,"5,039 / sq ft",893,Uttar Pradesh
2 BHK Apartment,Noida, 45 L, L,"5,039 / sq ft",893,Uttar Pradesh
4 BHK Apartment,Lucknow, 1.05 Cr, Cr,"5,040 / sq ft",2094,Uttar Pradesh
4 BHK Independent Floor,Ghaziabad, 93.25 L, L,"5,040 / sq ft",1850,Uttar Pradesh
3 BHK Apartment,Greater Noida, 63 L, L,"5,040 / sq ft",1250,Uttar Pradesh
2 BHK Villa,Lucknow, 63 L, L,"5,040 / sq ft",1250,Uttar Pradesh
2 BHK Villa,Lucknow, 63 L, L,"5,040 / sq ft",1250,Uttar Pradesh
3 BHK Apartment,Greater Noida, 62.5 L, L,"5,040 / sq ft",1240,Uttar Pradesh
3 BHK Apartment,Noida, 62.5 L, L,"5,040 / sq ft",1240,Uttar Pradesh
4 BHK Independent Floor,Ghaziabad, 1.21 Cr, Cr,"5,041 / sq ft",2400,Uttar Pradesh
3 BHK Independent Floor,Ghaziabad, 60.5 L, L,"5,041 / sq ft",1200,Uttar Pradesh
3 BHK Apartment,Lucknow, 83 L, L,"5,042 / sq ft",1647,Uttar Pradesh
3 BHK Apartment,Greater Noida, 60 L, L,"5,042 / sq ft",1190,Uttar Pradesh
1 BHK Independent House,Ghaziabad, 30 L, L,"5,042 / sq ft",595,Uttar Pradesh
3 BHK Independent Floor,Ghaziabad, 58 L, L,"5,043 / sq ft",1150,Uttar Pradesh
2 BHK Apartment,Lucknow, 58 L, L,"5,043 / sq ft",1150,Uttar Pradesh
2 BHK Apartment,Noida, 57.99 L, L,"5,043 / sq ft",1150,Uttar Pradesh
3 BHK Apartment,Noida, 58 L, L,"5,043 / sq ft",1150,Uttar Pradesh
2 BHK Apartment,Ghaziabad, 58 L, L,"5,043 / sq ft",1150,Uttar Pradesh
2 BHK Independent Floor,Ghaziabad, 45.9 L, L,"5,043 / sq ft",910,Uttar Pradesh
2 BHK Apartment,Allahabad, 45.2 L, L,"5,044 / sq ft",896,Uttar Pradesh
3 BHK Apartment,Greater Noida, 1.12 Cr, Cr,"5,045 / sq ft",2220,Uttar Pradesh
4 BHK Independent Floor,Ghaziabad, 1.11 Cr, Cr,"5,045 / sq ft",2200,Uttar Pradesh
4 BHK Apartment,Greater Noida, 1.11 Cr, Cr,"5,045 / sq ft",2200,Uttar Pradesh
3 BHK Apartment,Ghaziabad, 83 L, L,"5,045 / sq ft",1645,Uttar Pradesh
3 BHK Apartment,Greater Noida, 80.48 L, L,"5,045 / sq ft",1595,Uttar Pradesh
2 BHK Apartment,Greater Noida, 55 L, L,"5,045 / sq ft",1090,Uttar Pradesh
3 BHK Apartment,Noida, 82 L, L,"5,046 / sq ft",1625,Uttar Pradesh
3 BHK Apartment,Ghaziabad, 63.85 L, L,"5,047 / sq ft",1265,Uttar Pradesh
2 BHK Apartment,Greater Noida, 53 L, L,"5,047 / sq ft",1050,Uttar Pradesh
3 BHK Apartment,Ghaziabad, 52 L, L,"5,048 / sq ft",1030,Uttar Pradesh
4 BHK Apartment,Ghaziabad, 1.28 Cr, Cr,"5,049 / sq ft",2535,Uttar Pradesh
5 BHK Apartment,Ghaziabad, 1.73 Cr, Cr,"5,050 / sq ft",3440,Uttar Pradesh
4 BHK Apartment,Ghaziabad, 1.03 Cr, Cr,"5,050 / sq ft",2040,Uttar Pradesh
3 BHK Apartment,Noida, 1 Cr, Cr,"5,050 / sq ft",1980,Uttar Pradesh
3 BHK Apartment,Greater Noida, 90.9 L, L,"5,050 / sq ft",1800,Uttar Pradesh
3 BHK Apartment,Greater Noida, 89.13 L, L,"5,050 / sq ft",1765,Uttar Pradesh
3 BHK Apartment,Greater Noida, 78.78 L, L,"5,050 / sq ft",1560,Uttar Pradesh
3 BHK Apartment,Ghaziabad, 75 L, L,"5,050 / sq ft",1485,Uttar Pradesh
3 BHK Apartment,Greater Noida, 72.46 L, L,"5,050 / sq ft",1435,Uttar Pradesh
3 BHK Apartment,Greater Noida, 71.96 L, L,"5,050 / sq ft",1425,Uttar Pradesh
3 BHK Apartment,Greater Noida, 68.17 L, L,"5,050 / sq ft",1350,Uttar Pradesh
2 BHK Apartment,Greater Noida, 54.03 L, L,"5,050 / sq ft",1070,Uttar Pradesh
2 BHK Apartment,Greater Noida, 53.53 L, L,"5,050 / sq ft",1060,Uttar Pradesh
2 BHK Apartment,Greater Noida, 42.16 L, L,"5,050 / sq ft",835,Uttar Pradesh
1 BHK Apartment,Noida, 25 L, L,"5,050 / sq ft",495,Uttar Pradesh
3 BHK Apartment,Ghaziabad, 73.5 L, L,"5,051 / sq ft",1455,Uttar Pradesh
2 BHK Apartment,Ghaziabad, 49 L, L,"5,051 / sq ft",970,Uttar Pradesh
4 BHK Independent Floor,Ghaziabad, 1.2 Cr, Cr,"5,052 / sq ft",2375,Uttar Pradesh
3 BHK Apartment,Greater Noida, 99.53 L, L,"5,052 / sq ft",1970,Uttar Pradesh
3 BHK Apartment,Lucknow, 72 L, L,"5,052 / sq ft",1425,Uttar Pradesh
3 BHK Apartment,Ghaziabad, 63.15 L, L,"5,052 / sq ft",1250,Uttar Pradesh
2 BHK Apartment,Greater Noida, 58 L, L,"5,052 / sq ft",1148,Uttar Pradesh
2 BHK Independent Floor,Ghaziabad, 48 L, L,"5,052 / sq ft",950,Uttar Pradesh
3 BHK Independent House,Lucknow, 48 L, L,"5,052 / sq ft",950,Uttar Pradesh
1 RK Studio Apartment,Mathura, 24 L, L,"5,052 / sq ft",475,Uttar Pradesh
4 BHK Apartment,Ghaziabad, 95 L, L,"5,053 / sq ft",1880,Uttar Pradesh
2 BHK Apartment,Noida, 47.5 L, L,"5,053 / sq ft",940,Uttar Pradesh
2 BHK Apartment,Kanpur, 47 L, L,"5,053 / sq ft",930,Uttar Pradesh
3 BHK Apartment,Greater Noida, 70 L, L,"5,054 / sq ft",1385,Uttar Pradesh
2 BHK Apartment,Lucknow, 46.5 L, L,"5,054 / sq ft",920,Uttar Pradesh
2 BHK Apartment,Ghaziabad, 45.5 L, L,"5,055 / sq ft",900,Uttar Pradesh
2 BHK Apartment,Ghaziabad, 45.25 L, L,"5,055 / sq ft",895,Uttar Pradesh
2 BHK Apartment,Greater Noida, 45 L, L,"5,056 / sq ft",890,Uttar Pradesh
2 BHK Apartment,Noida, 45 L, L,"5,056 / sq ft",890,Uttar Pradesh
4 BHK Apartment,Lucknow, 1.1 Cr, Cr,"5,057 / sq ft",2175,Uttar Pradesh
3 BHK Apartment,Greater Noida, 88 L, L,"5,057 / sq ft",1740,Uttar Pradesh
3 BHK Apartment,Greater Noida, 66 L, L,"5,057 / sq ft",1305,Uttar Pradesh
3 BHK Independent Floor,Ghaziabad, 53.1 L, L,"5,057 / sq ft",1050,Uttar Pradesh
2 BHK Apartment,Ghaziabad, 45.52 L, L,"5,057 / sq ft",900,Uttar Pradesh
2 BHK Apartment,Ghaziabad, 44.25 L, L,"5,057 / sq ft",875,Uttar Pradesh
3 BHK Apartment,Noida, 86 L, L,"5,058 / sq ft",1700,Uttar Pradesh
2 BHK Apartment,Ghaziabad, 65 L, L,"5,058 / sq ft",1285,Uttar Pradesh
2 BHK Independent Floor,Ghaziabad, 43 L, L,"5,058 / sq ft",850,Uttar Pradesh
2 BHK Apartment,Ghaziabad, 43 L, L,"5,058 / sq ft",850,Uttar Pradesh
2 BHK Independent Floor,Ghaziabad, 43 L, L,"5,058 / sq ft",850,Uttar Pradesh
3 BHK Apartment,Lucknow, 85 L, L,"5,059 / sq ft",1680,Uttar Pradesh
3 BHK Apartment,Ghaziabad, 84 L, L,"5,060 / sq ft",1660,Uttar Pradesh
3 BHK Independent Floor,Ghaziabad, 83.5 L, L,"5,060 / sq ft",1650,Uttar Pradesh
3 BHK Apartment,Ghaziabad, 63 L, L,"5,060 / sq ft",1245,Uttar Pradesh
3 BHK Apartment,Greater Noida, 61.58 L, L,"5,060 / sq ft",1217,Uttar Pradesh
3 BHK Apartment,Lucknow, 82 L, L,"5,061 / sq ft",1620,Uttar Pradesh
2 BHK Apartment,Ghaziabad, 62 L, L,"5,061 / sq ft",1225,Uttar Pradesh
3 BHK Apartment,Ghaziabad, 62 L, L,"5,061 / sq ft",1225,Uttar Pradesh
2 BHK Independent House,Greater Noida, 24.75 L, L,"5,061 / sq ft",489,Uttar Pradesh
5 BHK Independent Floor,Ghaziabad, 1.62 Cr, Cr,"5,062 / sq ft",3200,Uttar Pradesh
3 BHK Apartment,Lucknow, 85 L, L,"5,062 / sq ft",1679,Uttar Pradesh
3 BHK Independent Floor,Ghaziabad, 81 L, L,"5,062 / sq ft",1600,Uttar Pradesh
3 BHK Apartment,Greater Noida, 81 L, L,"5,062 / sq ft",1600,Uttar Pradesh
3 BHK Apartment,Noida, 99 L, L,"5,063 / sq ft",1955,Uttar Pradesh
3 BHK Apartment,Ghaziabad, 60 L, L,"5,063 / sq ft",1185,Uttar Pradesh
2 BHK Apartment,Greater Noida, 60 L, L,"5,063 / sq ft",1185,Uttar Pradesh
3 BHK Apartment,Ghaziabad, 98.75 L, L,"5,064 / sq ft",1950,Uttar Pradesh
2 BHK Apartment,Greater Noida, 59 L, L,"5,064 / sq ft",1165,Uttar Pradesh
3 BHK Independent Floor,Ghaziabad, 83.58 L, L,"5,065 / sq ft",1650,Uttar Pradesh
2 BHK Apartment,Ghaziabad, 58 L, L,"5,065 / sq ft",1145,Uttar Pradesh
3 BHK Apartment,Greater Noida, 76 L, L,"5,066 / sq ft",1500,Uttar Pradesh
2 BHK Independent House,Lucknow, 38 L, L,"5,066 / sq ft",750,Uttar Pradesh
2 BHK Villa,Lucknow, 38 L, L,"5,066 / sq ft",750,Uttar Pradesh
2 BHK Apartment,Ghaziabad, 38 L, L,"5,066 / sq ft",750,Uttar Pradesh
2 BHK Independent House,Lucknow, 38 L, L,"5,066 / sq ft",750,Uttar Pradesh
4 BHK Apartment,Noida, 1.11 Cr, Cr,"5,068 / sq ft",2190,Uttar Pradesh
4 BHK Apartment,Ghaziabad, 1.1 Cr, Cr,"5,069 / sq ft",2170,Uttar Pradesh
3 BHK Independent House,Greater Noida, 1.09 Cr, Cr,"5,069 / sq ft",2150,Uttar Pradesh
2 BHK Apartment,Noida, 55 L, L,"5,069 / sq ft",1085,Uttar Pradesh
