property_type,city,total_price,unit,builtup_area_sqft,area,state,duplicate_type,dataset,prop_id,address,resale,owntype,bhk,bathrooms,balcony_num,furnish,facing,property_age,floor_num,total_floor,prop_name,min_price,max_price,price_sqft,building_id,superbuiltup_sqft,brokerage,min_area_sqft,max_area_sqft,expiry_date,price,class_label,total_landmark_count,contact_company_name,locality,price_currency,property_status,new/resale,price_negotiable,description,security_deposit,furnished,lift(s),full_power_backup,24_x_7_security,children's_play_area,club_house,gymnasium,swimming_pool,sports_facility,jogging_track,landscaped_gardens,locality_score,project_score,builder_experience,intercom,indoor_games,atm,maintenance_staff,staff_quarter,multipurpose_room,car_parking,hospital,school,pincode,vaastu_compliant,cafeteria,rain_water_harvesting,golf_course
Villa/Independent House,Gurugram,17100000.0, Cr,6333.0,2700.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,13300000.0, Cr,6333.0,2100.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,15000000.0, Cr,6337.0,2367.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,16500000.0, Cr,6346.0,2600.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,16500000.0, Cr,6346.0,2600.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,70.0, L,6346.0,1103.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Faridabad,20000000.0, Cr,6349.0,3150.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Panchkula,20000000.0, Cr,6349.0,3150.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,14000000.0, Cr,6363.0,2200.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,14000000.0, Cr,6363.0,2200.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,14000000.0, Cr,6363.0,2200.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,15500000.0, Cr,6378.0,2430.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,18500000.0, Cr,6379.0,2900.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,15000000.0, Cr,6382.0,2350.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Faridabad,11500000.0, Cr,6388.0,1800.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,16000000.0, Cr,6400.0,2500.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,80.0, L,6400.0,1250.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,15000000.0, Cr,6410.0,2340.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,12500000.0, Cr,6410.0,1950.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,35.0, L,6422.0,545.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,45000000.0, Cr,6428.0,7000.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,45000000.0, Cr,6428.0,7000.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,22500000.0, Cr,6428.0,3500.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,18000000.0, Cr,6428.0,2800.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,13500000.0, Cr,6428.0,2100.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,45.0, L,6428.0,700.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,14500000.0, Cr,6444.0,2250.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Faridabad,14500000.0, Cr,6444.0,2250.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,15500000.0, Cr,6458.0,2400.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,21000000.0, Cr,6481.0,3240.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,17500000.0, Cr,6481.0,2700.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,17500000.0, Cr,6481.0,2700.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,17500000.0, Cr,6481.0,2700.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,17100000.0, Cr,6499.0,2631.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,13000000.0, Cr,6500.0,2000.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,65.0, L,6500.0,1000.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,15000000.0, Cr,6521.0,2300.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,15000000.0, Cr,6521.0,2300.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,85.0, L,6538.0,1300.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,95.0, L,6551.0,1450.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,10500000.0, Cr,6562.0,1600.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,10500000.0, Cr,6562.0,1600.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,46000000.0, Cr,6571.0,7000.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,15800000.0, Cr,6583.0,2400.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,16000000.0, Cr,6584.0,2430.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,14500000.0, Cr,6590.0,2200.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,11000000.0, Cr,6606.0,1665.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Faridabad,18500000.0, Cr,6607.0,2800.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,17900000.0, Cr,6629.0,2700.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,95.0, L,6643.0,1430.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,40000000.0, Cr,6666.0,6000.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,30000000.0, Cr,6666.0,4500.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Panchkula,30000000.0, Cr,6666.0,4500.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,20000000.0, Cr,6666.0,3000.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,18000000.0, Cr,6666.0,2700.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,18000000.0, Cr,6666.0,2700.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,16000000.0, Cr,6666.0,2400.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,16000000.0, Cr,6666.0,2400.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,15000000.0, Cr,6666.0,2250.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Panchkula,15000000.0, Cr,6666.0,2250.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,14000000.0, Cr,6666.0,2100.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,13000000.0, Cr,6666.0,1950.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,12000000.0, Cr,6666.0,1800.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,10500000.0, Cr,6666.0,1575.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,10000000.0, Cr,6666.0,1500.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,10000000.0, Cr,6666.0,1500.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,80.0, L,6666.0,1200.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,80.0, L,6666.0,1200.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Faridabad,80.0, L,6666.0,1200.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,60.0, L,6666.0,900.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,50.0, L,6666.0,750.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Rewari,30.0, L,6666.0,450.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,17400000.0, Cr,6692.0,2600.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,11000000.0, Cr,6707.0,1640.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,19500000.0, Cr,6724.0,2900.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,15500000.0, Cr,6739.0,2300.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Faridabad,12500000.0, Cr,6756.0,1850.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,11500000.0, Cr,6764.0,1700.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,10500000.0, Cr,6774.0,1550.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,19000000.0, Cr,6785.0,2800.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,19000000.0, Cr,6785.0,2800.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,34000000.0, Cr,6800.0,5000.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,17000000.0, Cr,6800.0,2500.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,85.0, L,6800.0,1250.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,46.0, L,6814.0,675.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,15000000.0, Cr,6818.0,2200.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,21500000.0, Cr,6825.0,3150.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Panchkula,21500000.0, Cr,6825.0,3150.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,19800000.0, Cr,6827.0,2900.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,16399999.999999998, Cr,6833.0,2400.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,10600000.0, Cr,6838.0,1550.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,10800000.0, Cr,6844.0,1578.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,18500000.0, Cr,6851.0,2700.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,16500000.0, Cr,6875.0,2400.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,31000000.0, Cr,6888.0,4500.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,31000000.0, Cr,6888.0,4500.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,14500000.0, Cr,6904.0,2100.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,18000000.0, Cr,6923.0,2600.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Faridabad,25000000.0, Cr,6944.0,3600.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,16000000.0, Cr,6956.0,2300.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,18800000.0, Cr,6962.0,2700.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,19500000.0, Cr,6964.0,2800.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,23000000.0, Cr,6969.0,3300.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,22000000.0, Cr,6984.0,3150.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,35000000.0, Cr,7000.0,5000.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,31500000.0, Cr,7000.0,4500.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
